ZoneID0,AgeID,NumChildID,Val
185000,6,2,5242
185000,6,3,1533
185000,7,0,4739
185000,7,1,765
185000,7,2,219
185000,7,3,40
185000,8,0,4253
185000,8,1,54
185000,8,2,6
185000,8,3,1
185000,9,0,3045
185000,9,1,2
185000,9,2,2
185000,9,3,1
185000,10,0,921
187000,1,0,2
187000,1,1,433
187000,1,2,971
187000,1,3,416
187000,2,0,3
187000,2,1,223
187000,2,2,902
187000,2,3,526
187000,3,0,5
187000,3,1,128
187000,3,2,322
187000,3,3,173
187000,4,0,490
187000,4,1,283
187000,4,2,310
187000,4,3,129
187000,5,0,623
187000,5,1,177
187000,5,2,76
187000,5,3,7
187000,6,0,1682
187000,6,1,1331
187000,6,2,2146
187000,6,3,716
187000,7,0,1420
187000,7,1,229
187000,7,2,93
187000,7,3,15
187000,8,0,1443
187000,8,1,10
187000,8,2,3
187000,9,0,1437
187000,9,2,1
187000,10,0,306
190000,1,0,6
190000,1,1,812
190000,1,2,2361
190000,1,3,1093
190000,2,0,19
190000,2,1,459
190000,2,2,2213
190000,2,3,1334
190000,3,0,26
190000,3,1,357
190000,3,2,915
190000,3,3,467
190000,4,0,510
190000,4,1,825
190000,4,2,810
190000,4,3,368
190000,5,0,894
190000,5,1,217
190000,5,2,97
190000,5,3,13
190000,6,0,3174
190000,6,1,2913
190000,6,2,5379
190000,6,3,1908
190000,7,0,4385
190000,7,1,874
190000,7,2,354
190000,7,3,65
190000,8,0,4221
190000,8,1,55
190000,8,2,11
190000,8,3,3
190000,9,0,3653
190000,9,1,4
190000,10,0,1282
201000,1,0,5
201000,1,1,465
201000,1,2,1530
201000,1,3,617
201000,2,0,1
201000,2,1,282
201000,2,2,1360
201000,2,3,839
201000,3,0,11
201000,3,1,220
201000,3,2,640
201000,3,3,281
201000,4,0,267
201000,4,1,512
201000,4,2,605
201000,4,3,245
201000,5,0,476
201000,5,1,88
201000,5,2,60
201000,5,3,8
201000,6,0,1715
201000,6,1,1813
201000,6,2,3613
201000,6,3,1161
201000,7,0,2833
201000,7,1,551
201000,7,2,222
201000,7,3,43
201000,8,0,2531
201000,8,1,29
201000,8,2,6
201000,8,3,2
201000,9,0,2359
201000,9,1,1
201000,10,0,670
210000,1,0,2
210000,1,1,771
210000,1,2,2064
210000,1,3,920
210000,2,0,23
210000,2,1,516
210000,2,2,1857
210000,2,3,1182
210000,3,0,37
210000,3,1,398
210000,3,2,810
210000,3,3,428
210000,4,0,587
210000,4,1,793
210000,4,2,813
210000,4,3,338
210000,5,0,1049
210000,5,1,221
210000,5,2,184
210000,5,3,16
210000,6,0,3710
210000,6,1,2931
210000,6,2,4520
210000,6,3,1588
210000,7,0,4738
210000,7,1,824
210000,7,2,366
210000,7,3,72
210000,8,0,5041
210000,8,1,50
210000,8,2,17
210000,8,3,2
