ZoneID0,AgeID,FamID,Val
173000,2,2,4120
173000,3,1,554
173000,3,2,1684
173000,4,1,3356
173000,4,2,2564
173000,5,1,2395
173000,5,2,1505
173000,6,1,5136
173000,6,2,12479
173000,7,1,2519
173000,7,2,4912
173000,8,1,2202
173000,8,2,3518
173000,9,1,2020
173000,9,2,2122
173000,10,1,1262
173000,10,2,356
175000,1,1,650
175000,1,2,3507
175000,2,1,846
175000,2,2,2727
175000,3,1,416
175000,3,2,1052
175000,4,1,1525
175000,4,2,1686
175000,5,1,1445
175000,5,2,1236
175000,6,1,4599
175000,6,2,9879
175000,7,1,2093
175000,7,2,3291
175000,8,1,1591
175000,8,2,2251
175000,9,1,1396
175000,9,2,1308
175000,10,1,813
175000,10,2,252
183000,1,1,379
183000,1,2,1840
183000,2,1,482
183000,2,2,1525
183000,3,1,216
183000,3,2,632
183000,4,1,985
183000,4,2,1113
183000,5,1,892
183000,5,2,698
183000,6,1,2688
183000,6,2,5345
183000,7,1,915
183000,7,2,1916
183000,8,1,716
183000,8,2,1283
183000,9,1,706
183000,9,2,823
183000,10,1,229
183000,10,2,74
185000,1,1,541
185000,1,2,3574
185000,2,1,834
185000,2,2,3043
185000,3,1,477
185000,3,2,1224
185000,4,1,1289
185000,4,2,1544
185000,5,1,1055
185000,5,2,792
185000,6,1,4254
185000,6,2,10367
185000,7,1,1975
185000,7,2,3788
185000,8,1,1532
185000,8,2,2782
185000,9,1,1436
185000,9,2,1614
185000,10,1,699
185000,10,2,222
187000,1,1,223
187000,1,2,1599
187000,2,1,317
187000,2,2,1337
187000,3,1,131
187000,3,2,497
187000,4,1,538
187000,4,2,674
187000,5,1,398
187000,5,2,485
187000,6,1,1417
187000,6,2,4458
187000,7,1,448
187000,7,2,1309
187000,8,1,420
187000,8,2,1036
187000,9,1,544
187000,9,2,894
187000,10,1,194
187000,10,2,112
190000,1,1,390
190000,1,2,3882
190000,2,1,692
190000,2,2,3333
190000,3,1,373
190000,3,2,1392
190000,4,1,886
190000,4,2,1627
190000,5,1,656
190000,5,2,565
190000,6,1,2917
190000,6,2,10457
190000,7,1,1516
190000,7,2,4162
190000,8,1,1253
190000,8,2,3037
