ZoneID0,AgeID,FamID,Val
665000,5,2,424
665000,6,1,1394
665000,6,2,3819
665000,7,1,812
665000,7,2,2388
665000,8,1,741
665000,8,2,2041
665000,9,1,773
665000,9,2,1249
665000,10,1,452
665000,10,2,161
671000,1,1,212
671000,1,2,1228
671000,2,1,269
671000,2,2,1213
671000,3,1,168
671000,3,2,703
671000,4,1,579
671000,4,2,884
671000,5,1,387
671000,5,2,469
671000,6,1,1722
671000,6,2,4075
671000,7,1,852
671000,7,2,2271
671000,8,1,816
671000,8,2,2160
671000,9,1,817
671000,9,2,1334
671000,10,1,442
671000,10,2,193
706000,1,1,382
706000,1,2,3346
706000,2,1,656
706000,2,2,2737
706000,3,1,370
706000,3,2,1218
706000,4,1,1047
706000,4,2,1583
706000,5,1,742
706000,5,2,869
706000,6,1,3329
706000,6,2,9669
706000,7,1,1908
706000,7,2,4718
706000,8,1,1843
706000,8,2,4234
706000,9,1,1695
706000,9,2,2685
706000,10,1,789
706000,10,2,387
707000,1,1,410
707000,1,2,2147
707000,2,1,567
707000,2,2,1902
707000,3,1,308
707000,3,2,1054
707000,4,1,1330
707000,4,2,1307
707000,5,1,845
707000,5,2,937
707000,6,1,3544
707000,6,2,6923
707000,7,1,1864
707000,7,2,4026
707000,8,1,1702
707000,8,2,3540
707000,9,1,1491
707000,9,2,1991
707000,10,1,776
707000,10,2,314
710000,1,1,352
710000,1,2,4581
710000,2,1,714
710000,2,2,3949
710000,3,1,406
710000,3,2,1792
710000,4,1,979
710000,4,2,2162
710000,5,1,771
710000,5,2,1190
710000,6,1,3461
710000,6,2,13217
710000,7,1,1546
710000,7,2,4668
710000,8,1,1276
710000,8,2,3661
710000,9,1,1415
710000,9,2,2246
710000,10,1,718
710000,10,2,304
727000,1,1,202
727000,1,2,1860
727000,2,1,405
727000,2,2,1498
727000,3,1,228
727000,3,2,690
727000,4,1,551
727000,4,2,977
727000,5,1,392
727000,5,2,411
727000,6,1,1722
727000,6,2,5356
727000,7,1,918
727000,7,2,2596
727000,8,1,842
727000,8,2,2222
727000,9,1,795
727000,9,2,1294
727000,10,1,460
727000,10,2,207
730000,1,1,1253
730000,1,2,7078
730000,2,1,1829
730000,2,2,5824
730000,3,1,922
730000,3,2,2629
730000,4,1,3623
730000,4,2,4354
730000,5,1,2948
730000,5,2,3266
730000,6,1,10404
730000,6,2,21409
730000,7,1,4366
730000,7,2,8959
730000,8,1,3623
730000,8,2,7085
730000,9,1,3449
730000,9,2,4566
730000,10,1,1679
730000,10,2,665
740000,1,1,909
740000,1,2,8945
740000,2,1,1510
740000,2,2,6562
740000,3,1,880
740000,3,2,3025
740000,4,1,2784
740000,4,2,4450
740000,5,1,2081
740000,5,2,3148
740000,6,1,8064
740000,6,2,23929
740000,7,1,3765
740000,7,2,9308
740000,8,1,3239
740000,8,2,7538
740000,9,1,2894
740000,9,2,4318
740000,10,1,1464
740000,10,2,587
741000,1,1,31
741000,1,2,213
741000,2,1,48
741000,2,2,184
741000,3,1,19
741000,3,2,82
741000,4,1,53
741000,4,2,61
741000,5,1,55
741000,5,2,42
741000,6,1,310
741000,6,2,640
741000,7,1,241
741000,7,2,456
741000,8,1,257
741000,8,2,450
741000,9,1,224
741000,9,2,242
741000,10,1,118
741000,10,2,49
746000,1,1,566
746000,1,2,6935
746000,2,1,1023
746000,2,2,5108
746000,3,1,564
746000,3,2,2226
746000,4,1,1288
746000,4,2,2733
746000,5,1,874
746000,5,2,1299
746000,6,1,4331
746000,6,2,17742
746000,7,1,2004
746000,7,2,6176
746000,8,1,1733
746000,8,2,4833
746000,9,1,1613
746000,9,2,2882
746000,10,1,803
746000,10,2,405
751000,1,1,4114
751000,1,2,26159
751000,2,1,5581
751000,2,2,18199
751000,3,1,3059
751000,3,2,7308
751000,4,1,34549
751000,4,2,19677
751000,5,1,23859
751000,5,2,21534
751000,6,1,36688
751000,6,2,69182
751000,7,1,13376
751000,7,2,23408
751000,8,1,11092
751000,8,2,18538
751000,9,1,8789
751000,9,2,10477
751000,10,1,4314
751000,10,2,1641
756000,1,1,432
756000,1,2,3264
756000,2,1,688
756000,2,2,3022
756000,3,1,323
756000,3,2,1363
756000,4,1,1231
756000,4,2,1852
756000,5,1,919
756000,5,2,1252
756000,6,1,3830
756000,6,2,9800
756000,7,1,1572
756000,7,2,4103
756000,8,1,1253
756000,8,2,3399
756000,9,1,1293
756000,9,2,1986
756000,10,1,666
756000,10,2,292
760000,1,1,421
760000,1,2,4155
760000,2,1,689
760000,2,2,3780
760000,3,1,416
760000,3,2,1923
760000,4,1,1586
760000,4,2,2662
760000,5,1,1198
760000,5,2,1516
760000,6,1,4160
760000,6,2,12249
760000,7,1,2106
760000,7,2,6059
760000,8,1,1850
760000,8,2,5104
760000,9,1,1906
760000,9,2,2940
760000,10,1,1155
760000,10,2,473
766000,1,1,431
766000,1,2,3620
766000,2,1,741
766000,2,2,3248
766000,3,1,400
766000,3,2,1566
766000,4,1,1072
766000,4,2,2156
766000,5,1,900
766000,5,2,1304
766000,6,1,3801
766000,6,2,11468
766000,7,1,1624
766000,7,2,5236
766000,8,1,1315
766000,8,2,3912
766000,9,1,1372
766000,9,2,2252
766000,10,1,816
766000,10,2,375
773000,1,1,183
773000,1,2,1253
773000,2,1,256
773000,2,2,1212
773000,3,1,185
773000,3,2,577
773000,4,1,553
773000,4,2,821
773000,5,1,390
773000,5,2,521
773000,6,1,1616
773000,6,2,3811
773000,7,1,936
773000,7,2,2157
773000,8,1,809
773000,8,2,2042
773000,9,1,812
773000,9,2,1153
773000,10,1,442
773000,10,2,198
779000,1,1,413
779000,1,2,2762
779000,2,1,701
779000,2,2,2733
779000,3,1,366
779000,3,2,1286
779000,4,1,1279
779000,4,2,2027
779000,5,1,993
779000,5,2,1162
779000,6,1,3916
779000,6,2,9094
779000,7,1,1870
779000,7,2,4943
779000,8,1,1725
779000,8,2,4256
779000,9,1,1678
779000,9,2,2528
779000,10,1,916
779000,10,2,421
787000,1,1,421
787000,1,2,3115
787000,2,1,629
787000,2,2,2664
787000,3,1,311
787000,3,2,1311
787000,4,1,1223
787000,4,2,1886
787000,5,1,808
787000,5,2,1252
787000,6,1,3506
787000,6,2,8859
787000,7,1,1725
787000,7,2,4738
787000,8,1,1694
787000,8,2,4195
787000,9,1,1639
787000,9,2,2248
787000,10,1,874
787000,10,2,285
791000,1,1,1089
791000,1,2,7000
791000,2,1,1708
791000,2,2,6661
791000,3,1,939
791000,3,2,3069
791000,4,1,3168
791000,4,2,4292
791000,5,1,2407
791000,5,2,2831
791000,6,1,8764
791000,6,2,21350
791000,7,1,3837
791000,7,2,9563
791000,8,1,3269
791000,8,2,7714
791000,9,1,3025
791000,9,2,4622
791000,10,1,1723
791000,10,2,700
810000,1,1,390
810000,1,2,2862
810000,2,1,552
810000,2,2,2527
810000,3,1,284
810000,3,2,1174
810000,4,1,872
810000,4,2,1428
810000,5,1,660
810000,5,2,1051
810000,6,1,2877
810000,6,2,8388
810000,7,1,1415
810000,7,2,3708
810000,8,1,1193
810000,8,2,3037
810000,9,1,1248
810000,9,2,1825
810000,10,1,746
810000,10,2,303
813000,1,1,582
813000,1,2,3526
813000,2,1,841
813000,2,2,3175
813000,3,1,483
813000,3,2,1504
813000,4,1,1465
813000,4,2,2065
813000,5,1,1168
813000,5,2,1391
813000,6,1,5166
813000,6,2,11430
813000,7,1,2773
813000,7,2,6750
813000,8,1,2479
813000,8,2,5812
813000,9,1,2687
813000,9,2,3677
813000,10,1,1350
813000,10,2,540
820000,1,1,359
820000,1,2,2399
820000,2,1,598
820000,2,2,2314
820000,3,1,306
820000,3,2,1102
820000,4,1,940
820000,4,2,1454
820000,5,1,742
820000,5,2,985
820000,6,1,3157
820000,6,2,7509
820000,7,1,1595
820000,7,2,3831
820000,8,1,1385
820000,8,2,3335
820000,9,1,1312
820000,9,2,2042
820000,10,1,772
820000,10,2,294
825000,1,1,6
825000,1,2,80
825000,2,1,16
825000,2,2,74
825000,3,1,17
825000,3,2,31
825000,4,1,20
825000,4,2,39
825000,5,1,30
825000,5,2,29
825000,6,1,130
825000,6,2,270
825000,7,1,122
825000,7,2,192
825000,8,1,143
825000,8,2,221
825000,9,1,141
825000,9,2,138
825000,10,1,65
825000,10,2,25
840000,1,1,282
840000,1,2,3005
840000,2,1,457
840000,2,2,2345
840000,3,1,223
840000,3,2,1034
840000,4,1,507
840000,4,2,1214
840000,5,1,434
840000,5,2,912
840000,6,1,2072
840000,6,2,7924
840000,7,1,979
840000,7,2,3185
840000,8,1,800
840000,8,2,2536
840000,9,1,892
840000,9,2,1384
840000,10,1,530
840000,10,2,193
846000,1,1,413
846000,1,2,2785
846000,2,1,630
846000,2,2,2478
846000,3,1,348
846000,3,2,1233
846000,4,1,1051
846000,4,2,1650
846000,5,1,846
846000,5,2,1183
846000,6,1,3736
846000,6,2,8686
846000,7,1,1748
846000,7,2,4743
846000,8,1,1600
846000,8,2,3894
846000,9,1,1501
846000,9,2,2188
846000,10,1,810
846000,10,2,336
849000,1,1,364
849000,1,2,2754
849000,2,1,545
849000,2,2,2488
849000,3,1,279
849000,3,2,1182
849000,4,1,824
849000,4,2,1530
849000,5,1,667
849000,5,2,1002
849000,6,1,2901
849000,6,2,8318
849000,7,1,1431
849000,7,2,4273
849000,8,1,1463
849000,8,2,3662
849000,9,1,1433
849000,9,2,2262
849000,10,1,713
849000,10,2,273
851000,1,1,2365
851000,1,2,15606
851000,2,1,3278
851000,2,2,11848
851000,3,1,1790
851000,3,2,5114
851000,4,1,15733
851000,4,2,12466
851000,5,1,10712
851000,5,2,11205
851000,6,1,21397
851000,6,2,44699
851000,7,1,8489
851000,7,2,17225
851000,8,1,6935
851000,8,2,13857
851000,9,1,6607
851000,9,2,8711
851000,10,1,3270
851000,10,2,1264
860000,1,1,694
860000,1,2,4205
860000,2,1,1027
860000,2,2,3755
860000,3,1,580
860000,3,2,1765
860000,4,1,1888
860000,4,2,2616
860000,5,1,1387
860000,5,2,1824
860000,6,1,5610
860000,6,2,12789
860000,7,1,2869
860000,7,2,6865
860000,8,1,2541
860000,8,2,5878
860000,9,1,2374
860000,9,2,3394
860000,10,1,1358
860000,10,2,579
