ZoneID0,AgeID,LmaID,Val
260000,7,6,242
260000,7,7,16
260000,7,8,290
260000,8,1,327
260000,8,2,373
260000,8,3,2
260000,8,4,3601
260000,8,5,20
260000,8,6,51
260000,8,8,176
260000,9,1,16
260000,9,2,85
260000,9,3,1
260000,9,4,3246
260000,9,6,9
260000,9,8,74
260000,10,1,1
260000,10,2,3
260000,10,3,1
260000,10,4,801
260000,10,6,1
260000,10,8,6
265000,1,3,7524
265000,2,3,7427
265000,3,3,3660
265000,4,1,1338
265000,4,2,1113
265000,4,3,1921
265000,4,4,35
265000,4,5,91
265000,4,6,512
265000,4,7,2948
265000,4,8,65
265000,5,1,2294
265000,5,2,543
265000,5,3,554
265000,5,4,66
265000,5,5,248
265000,5,6,359
265000,5,7,803
265000,5,8,96
265000,6,1,19611
265000,6,2,2959
265000,6,3,416
265000,6,4,965
265000,6,5,982
265000,6,6,1431
265000,6,7,559
265000,6,8,1271
265000,7,1,7701
265000,7,2,1532
265000,7,3,18
265000,7,4,1552
265000,7,5,432
265000,7,6,497
265000,7,7,27
265000,7,8,668
265000,8,1,810
265000,8,2,774
265000,8,3,4
265000,8,4,6921
265000,8,5,42
265000,8,6,89
265000,8,8,370
265000,9,1,44
265000,9,2,177
265000,9,3,4
265000,9,4,6741
265000,9,6,9
265000,9,8,162
265000,10,2,12
265000,10,3,4
265000,10,4,2052
265000,10,6,3
265000,10,8,11
269000,1,3,2539
269000,2,3,2175
269000,3,3,993
269000,4,1,323
269000,4,2,299
269000,4,3,292
269000,4,4,6
269000,4,5,16
269000,4,6,107
269000,4,7,516
269000,4,8,12
269000,5,1,558
269000,5,2,104
269000,5,3,52
269000,5,4,17
269000,5,5,42
269000,5,6,69
269000,5,7,102
269000,5,8,30
269000,6,1,5832
269000,6,2,827
269000,6,3,74
269000,6,4,213
269000,6,5,213
269000,6,6,329
269000,6,7,134
269000,6,8,378
269000,7,1,2003
269000,7,2,377
269000,7,3,3
269000,7,4,362
269000,7,5,92
269000,7,6,125
269000,7,7,4
269000,7,8,149
269000,8,1,211
269000,8,2,175
269000,8,3,2
269000,8,4,1853
269000,8,5,10
269000,8,6,17
269000,8,8,97
269000,9,1,18
269000,9,2,59
269000,9,3,4
269000,9,4,1916
269000,9,6,3
269000,9,8,47
269000,10,1,1
269000,10,2,3
269000,10,4,429
269000,10,6,1
269000,10,8,3
270000,1,3,2799
270000,2,3,2935
270000,3,3,1580
270000,4,1,519
270000,4,2,447
270000,4,3,468
270000,4,4,31
270000,4,5,52
270000,4,6,220
270000,4,7,708
270000,4,8,22
270000,5,1,744
270000,5,2,167
270000,5,3,93
270000,5,4,31
270000,5,5,75
270000,5,6,154
270000,5,7,149
270000,5,8,55
270000,6,1,7303
270000,6,2,1484
270000,6,3,128
270000,6,4,452
270000,6,5,412
270000,6,6,718
270000,6,7,203
270000,6,8,867
270000,7,1,3794
270000,7,2,951
270000,7,3,10
270000,7,4,919
270000,7,5,259
270000,7,6,361
270000,7,7,24
270000,7,8,615
270000,8,1,526
270000,8,2,543
270000,8,3,5
270000,8,4,4400
270000,8,5,24
270000,8,6,77
270000,8,8,398
270000,9,1,47
270000,9,2,148
270000,9,3,2
270000,9,4,4318
270000,9,5,1
270000,9,6,16
270000,9,8,173
270000,10,2,4
270000,10,3,1
270000,10,4,1096
270000,10,6,8
270000,10,8,14
306000,1,3,1876
306000,2,3,2115
306000,3,3,1045
306000,4,1,354
306000,4,2,320
306000,4,3,340
306000,4,4,43
306000,4,5,42
306000,4,6,183
306000,4,7,580
306000,4,8,22
306000,5,1,570
306000,5,2,161
306000,5,3,70
306000,5,4,61
306000,5,5,75
306000,5,6,160
306000,5,7,113
306000,5,8,43
306000,6,1,4790
306000,6,2,1281
306000,6,3,119
306000,6,4,691
306000,6,5,370
306000,6,6,594
306000,6,7,197
306000,6,8,560
306000,7,1,2579
306000,7,2,836
306000,7,3,5
306000,7,4,1153
306000,7,5,225
306000,7,6,262
306000,7,7,13
306000,7,8,377
306000,8,1,394
306000,8,2,419
306000,8,3,6
306000,8,4,4419
306000,8,5,20
306000,8,6,60
306000,8,8,285
306000,9,1,19
306000,9,2,85
306000,9,3,3
306000,9,4,3852
306000,9,5,1
306000,9,6,9
306000,9,8,158
306000,10,2,5
306000,10,4,1003
306000,10,5,1
306000,10,6,3
306000,10,8,14
316000,1,3,6021
316000,2,3,5892
316000,3,3,2897
316000,4,1,1070
316000,4,2,889
316000,4,3,1072
316000,4,4,64
316000,4,5,68
316000,4,6,471
316000,4,7,1641
316000,4,8,37
316000,5,1,1833
316000,5,2,459
316000,5,3,239
316000,5,4,81
316000,5,5,176
316000,5,6,345
316000,5,7,410
316000,5,8,100
316000,6,1,14592
316000,6,2,2887
316000,6,3,333
316000,6,4,1224
316000,6,5,820
316000,6,6,1368
316000,6,7,478
316000,6,8,1114
316000,7,1,5872
316000,7,2,1522
316000,7,3,13
316000,7,4,1870
316000,7,5,338
316000,7,6,410
316000,7,7,18
316000,7,8,675
316000,8,1,715
316000,8,2,741
316000,8,3,4
316000,8,4,6618
316000,8,5,28
316000,8,6,88
316000,8,8,435
316000,9,1,25
316000,9,2,147
316000,9,3,3
316000,9,4,5558
316000,9,5,1
316000,9,6,12
316000,9,8,199
316000,10,1,1
316000,10,2,10
316000,10,4,1524
316000,10,6,6
316000,10,8,27
320000,1,3,2834
320000,2,3,2709
320000,3,3,1426
320000,4,1,493
320000,4,2,395
320000,4,3,496
320000,4,4,36
320000,4,5,44
320000,4,6,247
320000,4,7,676
320000,4,8,22
320000,5,1,875
320000,5,2,261
320000,5,3,115
320000,5,4,37
320000,5,5,88
320000,5,6,173
320000,5,7,144
320000,5,8,55
320000,6,1,7370
320000,6,2,1559
320000,6,3,158
320000,6,4,487
320000,6,5,490
320000,6,6,762
320000,6,7,221
320000,6,8,650
320000,7,1,3162
320000,7,2,912
320000,7,3,9
320000,7,4,855
320000,7,5,208
320000,7,6,251
320000,7,7,12
320000,7,8,383
320000,8,1,406
320000,8,2,400
320000,8,3,4
320000,8,4,3533
320000,8,5,17
320000,8,6,38
320000,8,8,244
320000,9,1,11
320000,9,2,77
320000,9,3,1
320000,9,4,2981
320000,9,6,6
320000,9,8,128
320000,10,1,1
320000,10,2,3
320000,10,4,869
320000,10,8,10
326000,1,3,3445
326000,2,3,3568
326000,3,3,1816
326000,4,1,591
326000,4,2,534
326000,4,3,678
326000,4,4,32
326000,4,5,53
326000,4,6,348
326000,4,7,1040
326000,4,8,25
326000,5,1,1097
326000,5,2,286
326000,5,3,162
326000,5,4,63
326000,5,5,113
326000,5,6,278
326000,5,7,207
326000,5,8,58
326000,6,1,8600
326000,6,2,1829
326000,6,3,221
326000,6,4,1147
326000,6,5,516
326000,6,6,1006
326000,6,7,265
326000,6,8,657
326000,7,1,3791
326000,7,2,1056
326000,7,3,9
326000,7,4,1639
326000,7,5,280
326000,7,6,352
326000,7,7,25
326000,7,8,416
326000,8,1,471
326000,8,2,503
326000,8,3,5
326000,8,4,5127
326000,8,5,33
326000,8,6,63
326000,8,8,319
326000,9,1,15
326000,9,2,137
326000,9,3,4
326000,9,4,4330
326000,9,6,5
326000,9,8,151
326000,10,1,1
326000,10,2,20
326000,10,4,1196
326000,10,6,1
326000,10,8,21
329000,1,3,3051
329000,2,3,2794
329000,3,3,1361
329000,4,1,589
329000,4,2,452
329000,4,3,477
329000,4,4,18
329000,4,5,38
329000,4,6,233
329000,4,7,878
329000,4,8,17
329000,5,1,1125
329000,5,2,240
329000,5,3,150
329000,5,4,29
329000,5,5,93
329000,5,6,182
329000,5,7,208
329000,5,8,44
329000,6,1,7873
329000,6,2,1550
329000,6,3,189
329000,6,4,535
329000,6,5,506
329000,6,6,789
329000,6,7,258
329000,6,8,500
329000,7,1,2785
329000,7,2,677
329000,7,3,8
329000,7,4,802
329000,7,5,165
329000,7,6,227
329000,7,7,10
329000,7,8,280
329000,8,1,312
329000,8,2,327
329000,8,3,3
329000,8,4,2672
329000,8,5,10
329000,8,6,25
329000,8,8,183
329000,9,1,15
329000,9,2,63
329000,9,3,1
329000,9,4,2340
329000,9,6,6
329000,9,8,75
329000,10,1,1
329000,10,2,1
329000,10,4,721
329000,10,6,1
329000,10,8,15
330000,1,3,6248
330000,2,3,5633
330000,3,3,2815
330000,4,1,1249
330000,4,2,1029
330000,4,3,1421
330000,4,4,79
330000,4,5,110
330000,4,6,548
330000,4,7,2057
330000,4,8,45
330000,5,1,2377
330000,5,2,608
330000,5,3,483
330000,5,4,136
330000,5,5,266
330000,5,6,446
330000,5,7,654
330000,5,8,85
330000,6,1,14375
330000,6,2,3087
330000,6,3,461
330000,6,4,1608
330000,6,5,1040
330000,6,6,1758
330000,6,7,629
330000,6,8,1036
330000,7,1,5969
330000,7,2,1654
330000,7,3,19
330000,7,4,2186
330000,7,5,399
330000,7,6,552
330000,7,7,24
330000,7,8,545
330000,8,1,621
330000,8,2,734
330000,8,3,4
330000,8,4,7450
330000,8,5,41
330000,8,6,103
330000,8,8,369
330000,9,1,23
330000,9,2,173
330000,9,3,2
330000,9,4,6468
330000,9,6,14
330000,9,8,180
330000,10,2,6
330000,10,3,1
330000,10,4,1879
330000,10,6,4
330000,10,8,28
336000,1,3,1799
336000,2,3,1787
336000,3,3,849
336000,4,1,281
336000,4,2,230
336000,4,3,259
336000,4,4,13
336000,4,5,28
336000,4,6,105
336000,4,7,437
336000,4,8,15
336000,5,1,465
336000,5,2,101
336000,5,3,53
336000,5,4,27
336000,5,5,43
336000,5,6,100
336000,5,7,65
336000,5,8,23
336000,6,1,4536
336000,6,2,952
336000,6,3,82
336000,6,4,277
336000,6,5,266
336000,6,6,441
336000,6,7,117
336000,6,8,434
336000,7,1,2048
336000,7,2,545
336000,7,3,4
336000,7,4,586
336000,7,5,125
336000,7,6,182
336000,7,7,11
336000,7,8,300
336000,8,1,279
336000,8,2,281
336000,8,4,2361
336000,8,5,8
336000,8,6,36
336000,8,8,192
336000,9,1,17
336000,9,2,70
336000,9,3,2
336000,9,4,2158
336000,9,5,1
336000,9,6,5
336000,9,8,98
336000,10,1,1
336000,10,2,1
336000,10,4,585
336000,10,6,1
336000,10,8,10
340000,1,3,2538
340000,2,3,2436
340000,3,3,1241
340000,4,1,386
340000,4,2,337
340000,4,3,385
340000,4,4,17
340000,4,5,39
340000,4,6,175
340000,4,7,567
340000,4,8,17
340000,5,1,677
340000,5,2,155
340000,5,3,94
340000,5,4,36
340000,5,5,74
340000,5,6,141
340000,5,7,118
340000,5,8,32
340000,6,1,6055
340000,6,2,1215
340000,6,3,150
340000,6,4,505
340000,6,5,330
340000,6,6,558
340000,6,7,195
340000,6,8,524
340000,7,1,2533
340000,7,2,709
340000,7,3,5
340000,7,4,746
340000,7,5,142
340000,7,6,224
340000,7,7,10
340000,7,8,311
340000,8,1,325
340000,8,2,364
340000,8,3,2
340000,8,4,2622
340000,8,5,11
340000,8,6,37
340000,8,8,192
340000,9,1,18
340000,9,2,71
340000,9,4,2288
340000,9,6,4
340000,9,8,104
340000,10,2,2
340000,10,4,715
340000,10,6,1
340000,10,8,11
350000,1,3,2696
350000,2,3,2491
350000,3,3,1183
350000,4,1,344
350000,4,2,299
350000,4,3,370
350000,4,4,25
350000,4,5,28
350000,4,6,140
350000,4,7,532
350000,4,8,16
350000,5,1,475
350000,5,2,105
350000,5,3,56
350000,5,4,28
350000,5,5,45
350000,5,6,92
350000,5,7,87
350000,5,8,38
350000,6,1,6152
350000,6,2,1106
350000,6,3,122
350000,6,4,285
350000,6,5,305
350000,6,6,448
350000,6,7,176
350000,6,8,576
350000,7,1,2505
350000,7,2,574
350000,7,3,2
350000,7,4,483
350000,7,5,126
350000,7,6,163
350000,7,7,8
350000,7,8,317
350000,8,1,303
350000,8,2,323
350000,8,3,3
350000,8,4,2499
350000,8,5,12
350000,8,6,40
350000,8,8,219
350000,9,1,21
350000,9,2,92
350000,9,3,3
350000,9,4,2294
350000,9,6,3
350000,9,8,114
350000,10,2,3
350000,10,4,580
350000,10,6,2
350000,10,8,19
360000,1,3,2371
360000,2,3,2602
360000,3,3,1230
360000,4,1,447
360000,4,2,337
360000,4,3,489
360000,4,4,69
360000,4,5,82
360000,4,6,286
360000,4,7,595
360000,4,8,17
360000,5,1,571
360000,5,2,237
360000,5,3,156
360000,5,4,105
360000,5,5,101
360000,5,6,191
360000,5,7,140
360000,5,8,43
360000,6,1,5555
360000,6,2,1543
360000,6,3,185
360000,6,4,1209
360000,6,5,586
360000,6,6,1047
360000,6,7,217
360000,6,8,515
360000,7,1,2878
360000,7,2,962
360000,7,3,14
360000,7,4,1793
360000,7,5,321
360000,7,6,326
360000,7,7,20
360000,7,8,351
360000,8,1,352
360000,8,2,412
360000,8,3,4
360000,8,4,5299
360000,8,5,19
360000,8,6,98
360000,8,8,282
360000,9,1,10
360000,9,2,111
360000,9,3,3
360000,9,4,4285
360000,9,5,1
360000,9,6,16
360000,9,8,115
360000,10,1,1
360000,10,2,2
360000,10,4,1295
360000,10,6,7
360000,10,8,17
370000,1,3,6505
370000,2,3,6430
370000,3,3,3157
370000,4,1,1310
370000,4,2,1123
370000,4,3,1276
370000,4,4,80
370000,4,5,107
370000,4,6,579
370000,4,7,2047
370000,4,8,40
370000,5,1,2362
370000,5,2,533
370000,5,3,421
370000,5,4,95
370000,5,5,247
370000,5,6,405
370000,5,7,535
370000,5,8,96
370000,6,1,16625
370000,6,2,3122
370000,6,3,490
370000,6,4,1394
370000,6,5,1066
370000,6,6,1588
370000,6,7,573
370000,6,8,1143
370000,7,1,6351
370000,7,2,1746
370000,7,3,16
370000,7,4,2158
370000,7,5,532
370000,7,6,522
370000,7,7,32
370000,7,8,677
370000,8,1,769
370000,8,2,828
370000,8,3,10
370000,8,4,7889
370000,8,5,41
370000,8,6,108
370000,8,8,462
370000,9,1,30
370000,9,2,188
370000,9,3,3
370000,9,4,6689
370000,9,6,16
370000,9,8,215
370000,10,2,9
370000,10,4,1895
370000,10,6,6
370000,10,8,33
376000,1,3,4167
376000,2,3,3978
376000,3,3,1957
376000,4,1,732
376000,4,2,615
376000,4,3,796
376000,4,4,52
376000,4,5,68
376000,4,6,440
376000,4,7,1225
376000,4,8,31
376000,5,1,1332
376000,5,2,344
376000,5,3,270
376000,5,4,90
376000,5,5,139
376000,5,6,342
376000,5,7,359
376000,5,8,54
376000,6,1,9809
376000,6,2,2281
376000,6,3,324
376000,6,4,1320
376000,6,5,745
376000,6,6,1303
376000,6,7,407
376000,6,8,888
376000,7,1,4541
376000,7,2,1335
376000,7,3,16
376000,7,4,2018
376000,7,5,405
376000,7,6,426
376000,7,7,26
376000,7,8,605
376000,8,1,561
376000,8,2,720
376000,8,3,9
376000,8,4,6800
376000,8,5,39
376000,8,6,83
376000,8,8,346
376000,9,1,23
376000,9,2,160
376000,9,3,2
376000,9,4,5973
376000,9,6,16
376000,9,8,214
376000,10,2,5
376000,10,4,1812
376000,10,6,7
376000,10,8,23
390000,1,3,2865
390000,2,3,3079
390000,3,3,1582
390000,4,1,545
390000,4,2,499
390000,4,3,707
390000,4,4,35
390000,4,5,72
390000,4,6,334
390000,4,7,765
390000,4,8,22
390000,5,1,879
390000,5,2,215
390000,5,3,177
390000,5,4,72
390000,5,5,135
390000,5,6,211
390000,5,7,191
390000,5,8,54
390000,6,1,7443
390000,6,2,1685
390000,6,3,181
390000,6,4,783
390000,6,5,561
390000,6,6,912
390000,6,7,248
390000,6,8,766
390000,7,1,3550
390000,7,2,1112
390000,7,3,13
390000,7,4,1462
390000,7,5,292
390000,7,6,362
390000,7,7,32
390000,7,8,570
390000,8,1,475
390000,8,2,548
390000,8,3,5
390000,8,4,5291
390000,8,5,27
390000,8,6,67
390000,8,8,369
390000,9,1,21
390000,9,2,148
390000,9,4,4606
390000,9,6,10
390000,9,8,157
390000,10,2,7
390000,10,4,1287
390000,10,6,3
390000,10,8,9
400000,1,3,2669
400000,2,3,2699
400000,3,3,1235
400000,4,1,370
400000,4,2,369
400000,4,3,421
400000,4,4,25
400000,4,5,69
400000,4,6,197
400000,4,7,622
400000,4,8,15
400000,5,1,696
400000,5,2,234
400000,5,3,113
400000,5,4,73
400000,5,5,95
400000,5,6,182
400000,5,7,167
400000,5,8,31
400000,6,1,5718
400000,6,2,1820
400000,6,3,139
400000,6,4,887
400000,6,5,417
400000,6,6,635
400000,6,7,281
400000,6,8,754
400000,7,1,2886
400000,7,2,1124
400000,7,3,6
400000,7,4,1528
400000,7,5,243
400000,7,6,284
400000,7,7,28
400000,7,8,509
400000,8,1,259
400000,8,2,459
400000,8,3,10
400000,8,4,5115
400000,8,5,23
400000,8,6,107
400000,8,8,365
400000,9,1,9
400000,9,2,97
400000,9,3,1
400000,9,4,4214
400000,9,6,28
400000,9,8,156
400000,10,2,3
400000,10,4,1291
400000,10,6,7
400000,10,8,11
410000,1,3,3207
410000,2,3,3132
410000,3,3,1582
410000,4,1,510
410000,4,2,430
410000,4,3,425
410000,4,4,26
410000,4,5,22
410000,4,6,244
410000,4,7,824
410000,4,8,18
410000,5,1,969
410000,5,2,208
410000,5,3,98
410000,5,4,46
410000,5,5,77
410000,5,6,157
410000,5,7,171
410000,5,8,41
410000,6,1,7942
410000,6,2,1659
410000,6,3,172
410000,6,4,579
410000,6,5,358
410000,6,6,580
410000,6,7,265
410000,6,8,582
410000,7,1,3298
410000,7,2,938
410000,7,3,4
410000,7,4,992
410000,7,5,177
410000,7,6,235
410000,7,7,21
410000,7,8,350
410000,8,1,336
410000,8,2,432
410000,8,3,3
410000,8,4,3842
410000,8,5,11
410000,8,6,55
410000,8,8,247
410000,9,1,26
410000,9,2,103
410000,9,3,5
410000,9,4,3428
410000,9,6,5
410000,9,8,118
410000,10,2,4
410000,10,4,987
410000,10,6,4
410000,10,8,14
420000,1,3,3155
420000,2,3,3214
420000,3,3,1564
420000,4,1,510
420000,4,2,384
420000,4,3,497
420000,4,4,34
420000,4,5,50
420000,4,6,303
420000,4,7,786
420000,4,8,13
420000,5,1,873
420000,5,2,211
420000,5,3,118
420000,5,4,48
420000,5,5,92
420000,5,6,185
420000,5,7,150
420000,5,8,31
420000,6,1,7653
420000,6,2,1810
420000,6,3,175
420000,6,4,710
420000,6,5,544
420000,6,6,714
420000,6,7,264
420000,6,8,582
420000,7,1,3232
420000,7,2,975
420000,7,3,7
420000,7,4,1135
420000,7,5,260
420000,7,6,245
420000,7,7,20
420000,7,8,390
420000,8,1,334
420000,8,2,466
420000,8,3,2
420000,8,4,4068
420000,8,5,16
420000,8,6,47
420000,8,8,266
420000,9,1,15
420000,9,2,102
420000,9,3,3
420000,9,4,3425
420000,9,6,12
420000,9,8,131
420000,10,2,4
420000,10,4,1095
420000,10,6,4
420000,10,8,18
430000,1,3,4076
430000,2,3,4209
430000,3,3,1983
430000,4,1,586
430000,4,2,487
430000,4,3,662
430000,4,4,41
430000,4,5,57
430000,4,6,316
430000,4,7,938
430000,4,8,19
430000,5,1,1118
430000,5,2,265
430000,5,3,154
430000,5,4,62
430000,5,5,122
430000,5,6,265
430000,5,7,214
430000,5,8,47
430000,6,1,9540
430000,6,2,2218
430000,6,3,232
430000,6,4,1026
430000,6,5,661
430000,6,6,995
430000,6,7,324
430000,6,8,758
430000,7,1,3933
430000,7,2,1360
430000,7,3,17
430000,7,4,1354
430000,7,5,284
430000,7,6,278
430000,7,7,24
430000,7,8,523
430000,8,1,427
430000,8,2,628
430000,8,3,4
430000,8,4,5063
430000,8,5,25
430000,8,6,78
430000,8,8,384
430000,9,1,17
430000,9,2,160
430000,9,3,2
430000,9,4,4548
430000,9,6,8
430000,9,8,204
430000,10,1,2
430000,10,2,12
430000,10,4,1517
430000,10,6,3
430000,10,8,24
440000,1,3,1838
440000,2,3,1808
440000,3,3,845
440000,4,1,275
440000,4,2,208
440000,4,3,305
440000,4,4,16
440000,4,5,18
440000,4,6,135
440000,4,7,429
440000,4,8,11
440000,5,1,484
440000,5,2,113
440000,5,3,83
440000,5,4,33
440000,5,5,48
440000,5,6,116
440000,5,7,98
440000,5,8,26
440000,6,1,4408
440000,6,2,1006
440000,6,3,105
440000,6,4,332
440000,6,5,278
440000,6,6,443
440000,6,7,131
440000,6,8,336
440000,7,1,1934
440000,7,2,629
440000,7,3,4
440000,7,4,652
440000,7,5,157
440000,7,6,144
440000,7,7,9
440000,7,8,189
440000,8,1,191
440000,8,2,257
440000,8,3,1
440000,8,4,2468
440000,8,5,9
440000,8,6,39
440000,8,8,144
440000,9,1,14
440000,9,2,59
440000,9,4,2329
440000,9,6,5
440000,9,8,74
440000,10,2,3
440000,10,3,1
440000,10,4,741
440000,10,6,2
440000,10,8,7
450000,1,3,2375
450000,2,3,2412
450000,3,3,1293
450000,4,1,356
450000,4,2,383
450000,4,3,557
450000,4,4,30
450000,4,5,37
450000,4,6,201
450000,4,7,654
450000,4,8,15
450000,5,1,635
450000,5,2,176
450000,5,3,132
450000,5,4,55
450000,5,5,89
450000,5,6,126
450000,5,7,147
450000,5,8,14
450000,6,1,5759
450000,6,2,1298
450000,6,3,191
450000,6,4,736
450000,6,5,354
450000,6,6,558
450000,6,7,213
450000,6,8,390
450000,7,1,2444
450000,7,2,735
450000,7,3,10
450000,7,4,1063
450000,7,5,183
450000,7,6,190
450000,7,7,8
450000,7,8,244
450000,8,1,240
450000,8,2,349
450000,8,3,3
450000,8,4,3383
450000,8,5,18
450000,8,6,39
450000,8,8,171
450000,9,1,10
450000,9,2,78
450000,9,3,3
450000,9,4,2877
450000,9,5,1
450000,9,6,5
450000,9,8,83
450000,10,1,1
450000,10,2,3
450000,10,4,923
450000,10,6,5
450000,10,8,5
461000,1,3,16881
461000,2,3,14333
461000,3,3,6593
461000,4,1,3282
461000,4,2,3755
461000,4,3,7711
461000,4,4,132
461000,4,5,290
461000,4,6,1554
461000,4,7,9331
461000,4,8,118
461000,5,1,8727
461000,5,2,2182
461000,5,3,3167
461000,5,4,187
461000,5,5,1173
461000,5,6,1479
461000,5,7,4049
461000,5,8,224
461000,6,1,37597
461000,6,2,7347
461000,6,3,1547
461000,6,4,3769
461000,6,5,2678
461000,6,6,5007
461000,6,7,1935
461000,6,8,2115
461000,7,1,11743
461000,7,2,3433
461000,7,3,34
461000,7,4,5215
461000,7,5,910
461000,7,6,1290
461000,7,7,71
461000,7,8,980
461000,8,1,1246
461000,8,2,1488
461000,8,3,13
461000,8,4,15289
461000,8,5,62
461000,8,6,220
461000,8,8,541
461000,9,1,58
461000,9,2,339
461000,9,3,6
461000,9,4,13078
461000,9,5,2
461000,9,6,34
461000,9,8,200
461000,10,1,3
461000,10,2,15
461000,10,4,4272
461000,10,6,31
461000,10,8,25
479000,1,3,4859
479000,2,3,4584
479000,3,3,2215
479000,4,1,634
479000,4,2,656
479000,4,3,1159
479000,4,4,38
479000,4,5,75
479000,4,6,444
479000,4,7,1355
479000,4,8,26
479000,5,1,1050
479000,5,2,301
479000,5,3,400
479000,5,4,55
479000,5,5,156
479000,5,6,355
479000,5,7,453
479000,5,8,55
479000,6,1,10215
479000,6,2,2378
479000,6,3,359
479000,6,4,1018
479000,6,5,746
479000,6,6,1307
479000,6,7,435
479000,6,8,963
479000,7,1,4256
479000,7,2,1371
479000,7,3,18
479000,7,4,1549
479000,7,5,319
479000,7,6,404
479000,7,7,21
479000,7,8,537
479000,8,1,521
479000,8,2,677
479000,8,3,23
479000,8,4,6302
479000,8,5,24
479000,8,6,100
479000,8,8,349
479000,9,1,27
479000,9,2,138
479000,9,3,12
479000,9,4,4995
479000,9,5,1
479000,9,6,6
479000,9,8,135
479000,10,2,4
479000,10,3,2
479000,10,4,1619
479000,10,6,9
479000,10,8,27
480000,1,3,2226
480000,2,3,2328
480000,3,3,1166
480000,4,1,360
480000,4,2,268
480000,4,3,310
480000,4,4,21
480000,4,5,35
480000,4,6,222
480000,4,7,526
480000,4,8,14
480000,5,1,607
480000,5,2,184
480000,5,3,89
480000,5,4,26
480000,5,5,57
480000,5,6,166
480000,5,7,91
480000,5,8,31
480000,6,1,5478
480000,6,2,1358
480000,6,3,120
480000,6,4,506
480000,6,5,342
480000,6,6,689
480000,6,7,190
480000,6,8,508
480000,7,1,2230
480000,7,2,760
480000,7,3,2
480000,7,4,821
480000,7,5,194
480000,7,6,192
480000,7,7,17
480000,7,8,340
480000,8,1,252
480000,8,2,327
480000,8,3,1
480000,8,4,2931
480000,8,5,17
480000,8,6,28
480000,8,8,240
480000,9,1,13
480000,9,2,67
480000,9,4,2490
480000,9,5,1
480000,9,6,13
480000,9,8,134
480000,10,2,2
480000,10,4,721
480000,10,8,18
482000,1,3,591
482000,2,3,721
482000,3,3,328
482000,4,1,113
482000,4,2,99
482000,4,3,93
482000,4,4,4
482000,4,5,12
482000,4,6,77
482000,4,7,185
482000,4,8,4
482000,5,1,158
482000,5,2,69
482000,5,3,24
482000,5,4,13
482000,5,5,30
482000,5,6,79
482000,5,7,27
482000,5,8,10
482000,6,1,1535
482000,6,2,540
482000,6,3,39
482000,6,4,232
482000,6,5,193
482000,6,6,282
482000,6,7,70
482000,6,8,202
482000,7,1,806
482000,7,2,380
482000,7,3,4
482000,7,4,523
482000,7,5,105
482000,7,6,102
482000,7,7,11
482000,7,8,172
482000,8,1,124
482000,8,2,199
482000,8,3,1
482000,8,4,1881
482000,8,5,12
482000,8,6,37
482000,8,8,140
482000,9,1,7
482000,9,2,58
482000,9,4,1435
482000,9,6,14
482000,9,8,71
482000,10,2,2
482000,10,4,555
482000,10,6,2
482000,10,8,14
492000,1,3,294
492000,2,3,367
492000,3,3,168
492000,4,1,44
492000,4,2,36
492000,4,3,92
492000,4,4,2
492000,4,5,3
492000,4,6,36
492000,4,7,74
492000,4,8,4
492000,5,1,81
492000,5,2,33
492000,5,3,17
492000,5,4,4
492000,5,5,7
492000,5,6,20
492000,5,7,23
492000,5,8,3
492000,6,1,640
492000,6,2,282
492000,6,3,26
492000,6,4,73
492000,6,5,67
492000,6,6,110
492000,6,7,30
492000,6,8,139
492000,7,1,410
492000,7,2,203
492000,7,3,8
492000,7,4,208
492000,7,5,44
492000,7,6,93
492000,7,7,5
492000,7,8,127
492000,8,1,49
492000,8,2,98
492000,8,3,3
492000,8,4,835
492000,8,5,4
492000,8,6,31
492000,8,8,80
492000,9,1,5
492000,9,2,13
492000,9,3,1
492000,9,4,791
492000,9,6,7
492000,9,8,42
492000,10,2,1
492000,10,4,269
492000,10,6,1
492000,10,8,6
510000,1,3,4155
510000,2,3,4302
510000,3,3,2092
510000,4,1,927
510000,4,2,645
510000,4,3,724
510000,4,4,51
510000,4,5,46
510000,4,6,383
510000,4,7,1197
510000,4,8,27
510000,5,1,1378
510000,5,2,338
510000,5,3,221
510000,5,4,74
510000,5,5,148
510000,5,6,291
510000,5,7,264
510000,5,8,72
510000,6,1,9965
510000,6,2,2343
510000,6,3,227
510000,6,4,973
510000,6,5,615
510000,6,6,1184
510000,6,7,322
510000,6,8,767
510000,7,1,4356
510000,7,2,1338
510000,7,3,11
510000,7,4,1564
510000,7,5,257
510000,7,6,286
510000,7,7,16
510000,7,8,453
510000,8,1,444
510000,8,2,619
510000,8,3,6
510000,8,4,5327
510000,8,5,24
510000,8,6,77
510000,8,8,349
510000,9,1,26
510000,9,2,128
510000,9,3,1
510000,9,4,4585
510000,9,6,15
510000,9,8,172
510000,10,1,3
510000,10,2,4
510000,10,4,1539
510000,10,6,4
510000,10,8,17
530000,1,3,2283
530000,2,3,2242
530000,3,3,1053
530000,4,1,425
530000,4,2,301
530000,4,3,230
530000,4,4,21
530000,4,5,33
530000,4,6,163
530000,4,7,691
530000,4,8,18
530000,5,1,717
530000,5,2,182
530000,5,3,78
530000,5,4,25
530000,5,5,59
530000,5,6,133
530000,5,7,131
530000,5,8,24
530000,6,1,5441
