ZoneID0,AgeID,LmaID,Val
201000,7,8,199
201000,8,1,273
201000,8,2,229
201000,8,3,4
201000,8,4,1900
201000,8,5,9
201000,8,6,28
201000,8,8,125
201000,9,1,11
201000,9,2,75
201000,9,3,2
201000,9,4,2214
201000,9,5,1
201000,9,6,2
201000,9,8,55
201000,10,2,6
201000,10,4,658
201000,10,8,5
210000,1,3,3757
210000,2,3,3578
210000,3,3,1673
210000,4,1,432
210000,4,2,477
210000,4,3,547
210000,4,4,26
210000,4,5,8
210000,4,6,243
210000,4,7,780
210000,4,8,18
210000,5,1,716
210000,5,2,181
210000,5,3,122
210000,5,4,35
210000,5,5,60
210000,5,6,151
210000,5,7,162
210000,5,8,43
210000,6,1,8588
210000,6,2,1359
210000,6,3,175
210000,6,4,435
210000,6,5,384
210000,6,6,871
210000,6,7,217
210000,6,8,720
210000,7,1,3469
210000,7,2,695
210000,7,3,11
210000,7,4,762
210000,7,5,187
210000,7,6,412
210000,7,7,14
210000,7,8,450
210000,8,1,513
210000,8,2,468
210000,8,3,10
210000,8,4,3770
210000,8,5,16
210000,8,6,65
210000,8,8,269
210000,9,1,34
210000,9,2,139
210000,9,4,3561
210000,9,5,1
210000,9,6,12
210000,9,8,125
210000,10,2,7
210000,10,4,927
210000,10,6,4
210000,10,8,10
217000,1,3,5015
217000,2,3,4685
217000,3,3,2373
217000,4,1,789
217000,4,2,887
217000,4,3,818
217000,4,4,31
217000,4,5,45
217000,4,6,349
217000,4,7,1380
217000,4,8,39
217000,5,1,1279
217000,5,2,298
217000,5,3,185
217000,5,4,37
217000,5,5,138
217000,5,6,263
217000,5,7,328
217000,5,8,70
217000,6,1,11911
217000,6,2,2086
217000,6,3,258
217000,6,4,852
217000,6,5,630
217000,6,6,1264
217000,6,7,360
217000,6,8,1093
217000,7,1,5385
217000,7,2,1254
217000,7,3,17
217000,7,4,1517
217000,7,5,329
217000,7,6,595
217000,7,7,23
217000,7,8,713
217000,8,1,693
217000,8,2,613
217000,8,3,4
217000,8,4,5964
217000,8,5,35
217000,8,6,125
217000,8,8,389
217000,9,1,56
217000,9,2,194
217000,9,3,4
217000,9,4,6044
217000,9,6,30
217000,9,8,180
217000,10,1,3
217000,10,2,13
217000,10,4,1738
217000,10,6,6
217000,10,8,12
219000,1,3,4795
219000,2,3,4431
219000,3,3,2193
219000,4,1,916
219000,4,2,734
219000,4,3,945
219000,4,4,39
219000,4,5,39
219000,4,6,351
219000,4,7,1479
219000,4,8,42
219000,5,1,1562
219000,5,2,307
219000,5,3,256
219000,5,4,53
219000,5,5,132
219000,5,6,207
219000,5,7,411
219000,5,8,65
219000,6,1,11903
219000,6,2,1948
219000,6,3,248
219000,6,4,594
219000,6,5,517
219000,6,6,934
219000,6,7,346
219000,6,8,766
219000,7,1,4581
219000,7,2,965
219000,7,3,10
219000,7,4,976
219000,7,5,211
219000,7,6,355
219000,7,7,18
219000,7,8,465
219000,8,1,468
219000,8,2,440
219000,8,3,2
219000,8,4,3852
219000,8,5,22
219000,8,6,56
219000,8,8,239
219000,9,1,27
219000,9,2,93
219000,9,3,4
219000,9,4,3856
219000,9,6,7
219000,9,8,123
219000,10,1,1
219000,10,2,10
219000,10,4,1146
219000,10,5,1
219000,10,6,4
219000,10,8,14
223000,1,3,1905
223000,2,3,2056
223000,3,3,1068
223000,4,1,273
223000,4,2,279
223000,4,3,298
223000,4,4,3
223000,4,5,11
223000,4,6,143
223000,4,7,425
223000,4,8,8
223000,5,1,322
223000,5,2,99
223000,5,3,54
223000,5,4,8
223000,5,5,33
223000,5,6,82
223000,5,7,63
223000,5,8,16
223000,6,1,4810
223000,6,2,647
223000,6,3,78
223000,6,4,112
223000,6,5,194
223000,6,6,523
223000,6,7,90
223000,6,8,438
223000,7,1,2196
223000,7,2,397
223000,7,3,3
223000,7,4,320
223000,7,5,118
223000,7,6,279
223000,7,7,7
223000,7,8,248
223000,8,1,353
223000,8,2,306
223000,8,3,3
223000,8,4,2075
223000,8,5,17
223000,8,6,59
223000,8,8,192
223000,9,1,56
223000,9,2,122
223000,9,3,1
223000,9,4,2788
223000,9,6,13
223000,9,8,105
223000,10,1,7
223000,10,2,13
223000,10,4,987
223000,10,6,4
223000,10,8,6
230000,1,3,5352
230000,2,3,5092
230000,3,3,2537
230000,4,1,587
230000,4,2,722
230000,4,3,1208
230000,4,4,23
230000,4,5,16
230000,4,6,352
230000,4,7,1131
230000,4,8,22
230000,5,1,707
230000,5,2,243
230000,5,3,254
230000,5,4,30
230000,5,5,80
230000,5,6,174
230000,5,7,277
230000,5,8,27
230000,6,1,11994
230000,6,2,1531
230000,6,3,189
230000,6,4,353
230000,6,5,478
230000,6,6,1067
230000,6,7,246
230000,6,8,1047
230000,7,1,4877
230000,7,2,903
230000,7,3,13
230000,7,4,708
230000,7,5,258
230000,7,6,535
230000,7,7,8
230000,7,8,692
230000,8,1,800
230000,8,2,554
230000,8,3,4
230000,8,4,4060
230000,8,5,19
230000,8,6,103
230000,8,8,407
230000,9,1,78
230000,9,2,203
230000,9,3,8
230000,9,4,4926
230000,9,6,13
230000,9,8,171
230000,10,1,13
230000,10,2,18
230000,10,4,2048
230000,10,6,9
230000,10,8,28
240000,1,3,4631
240000,2,3,3984
240000,3,3,1956
240000,4,1,598
240000,4,2,456
240000,4,3,618
240000,4,4,10
240000,4,5,23
240000,4,6,206
240000,4,7,1016
240000,4,8,23
240000,5,1,1001
240000,5,2,176
240000,5,3,103
240000,5,4,23
240000,5,5,60
240000,5,6,118
240000,5,7,157
240000,5,8,35
240000,6,1,11604
240000,6,2,1430
240000,6,3,147
240000,6,4,302
240000,6,5,395
240000,6,6,626
240000,6,7,227
240000,6,8,668
240000,7,1,3954
240000,7,2,740
240000,7,3,5
240000,7,4,608
240000,7,5,198
240000,7,6,256
240000,7,7,18
240000,7,8,349
240000,8,1,382
240000,8,2,305
240000,8,3,1
240000,8,4,3094
240000,8,5,20
240000,8,6,41
240000,8,8,165
240000,9,1,14
240000,9,2,104
240000,9,4,3457
240000,9,6,5
240000,9,8,95
240000,10,2,8
240000,10,4,769
240000,10,6,5
240000,10,8,18
250000,1,3,3466
250000,2,3,3476
250000,3,3,1810
250000,4,1,642
250000,4,2,542
250000,4,3,588
250000,4,4,30
250000,4,5,43
250000,4,6,235
250000,4,7,950
250000,4,8,24
250000,5,1,1008
250000,5,2,213
250000,5,3,111
250000,5,4,45
250000,5,5,90
250000,5,6,177
250000,5,7,177
250000,5,8,48
250000,6,1,9353
250000,6,2,1469
250000,6,3,152
250000,6,4,547
250000,6,5,425
250000,6,6,781
250000,6,7,270
250000,6,8,692
250000,7,1,4220
250000,7,2,968
250000,7,3,6
250000,7,4,998
250000,7,5,262
250000,7,6,348
250000,7,7,22
250000,7,8,451
250000,8,1,417
250000,8,2,464
250000,8,3,5
250000,8,4,4399
250000,8,5,22
250000,8,6,84
250000,8,8,271
250000,9,1,20
250000,9,2,139
250000,9,3,3
250000,9,4,4404
250000,9,6,5
250000,9,8,127
250000,10,1,2
250000,10,2,4
250000,10,4,1095
250000,10,6,3
250000,10,8,13
253000,1,3,4832
253000,2,3,4445
253000,3,3,2001
253000,4,1,607
253000,4,2,656
253000,4,3,679
253000,4,4,36
253000,4,5,59
253000,4,6,244
253000,4,7,1129
253000,4,8,24
253000,5,1,1128
253000,5,2,242
253000,5,3,137
253000,5,4,27
253000,5,5,104
253000,5,6,199
253000,5,7,219
253000,5,8,37
253000,6,1,11768
253000,6,2,1720
253000,6,3,175
253000,6,4,590
253000,6,5,554
253000,6,6,912
253000,6,7,267
253000,6,8,666
253000,7,1,4280
253000,7,2,873
253000,7,3,6
253000,7,4,949
253000,7,5,237
253000,7,6,330
253000,7,7,9
253000,7,8,353
253000,8,1,492
253000,8,2,349
253000,8,3,3
253000,8,4,4140
253000,8,5,24
253000,8,6,39
253000,8,8,161
253000,9,1,29
253000,9,2,108
253000,9,3,3
253000,9,4,4528
253000,9,5,1
253000,9,6,10
253000,9,8,83
253000,10,1,1
253000,10,2,7
253000,10,4,1022
253000,10,6,8
253000,10,8,6
259000,1,3,5449
259000,2,3,4733
259000,3,3,2452
259000,4,1,922
259000,4,2,794
259000,4,3,836
259000,4,4,21
259000,4,5,81
259000,4,6,437
259000,4,7,1604
259000,4,8,34
259000,5,1,1787
259000,5,2,345
259000,5,3,212
259000,5,4,49
259000,5,5,192
259000,5,6,328
259000,5,7,401
259000,5,8,85
259000,6,1,13431
259000,6,2,2281
259000,6,3,283
259000,6,4,947
259000,6,5,750
259000,6,6,1322
259000,6,7,367
259000,6,8,857
259000,7,1,5025
259000,7,2,1145
259000,7,3,15
259000,7,4,1391
259000,7,5,324
259000,7,6,363
259000,7,7,10
259000,7,8,416
259000,8,1,484
259000,8,2,500
259000,8,3,6
259000,8,4,4807
259000,8,5,30
259000,8,6,71
259000,8,8,236
259000,9,1,22
259000,9,2,129
259000,9,3,2
259000,9,4,5062
259000,9,5,1
259000,9,6,11
259000,9,8,131
259000,10,2,3
259000,10,4,1262
259000,10,6,5
259000,10,8,5
260000,1,3,2140
260000,2,3,2219
260000,3,3,1058
260000,4,1,417
260000,4,2,355
260000,4,3,351
260000,4,4,24
260000,4,5,46
260000,4,6,212
260000,4,7,521
260000,4,8,23
260000,5,1,627
260000,5,2,169
260000,5,3,65
260000,5,4,24
260000,5,5,88
260000,5,6,139
260000,5,7,112
260000,5,8,39
260000,6,1,5749
260000,6,2,1144
260000,6,3,110
260000,6,4,464
260000,6,5,416
260000,6,6,514
260000,6,7,152
260000,6,8,474
260000,7,1,2672
260000,7,2,735
260000,7,3,8
260000,7,4,883
260000,7,5,173
