ZoneID0,AgeID,GenderID,Val
259000,9,2,2958
259000,10,1,499
259000,10,2,777
260000,1,1,1103
260000,1,2,1037
260000,2,1,1162
260000,2,2,1057
260000,3,1,545
260000,3,2,513
260000,4,1,1040
260000,4,2,908
260000,5,1,660
260000,5,2,603
260000,6,1,4516
260000,6,2,4507
260000,7,1,2462
260000,7,2,2557
260000,8,1,2209
260000,8,2,2342
260000,9,1,1648
260000,9,2,1783
260000,10,1,318
260000,10,2,496
265000,1,1,3855
265000,1,2,3669
265000,2,1,3795
265000,2,2,3632
265000,3,1,1832
265000,3,2,1828
265000,4,1,4067
265000,4,2,3957
265000,5,1,2594
265000,5,2,2368
265000,6,1,13855
265000,6,2,14338
265000,7,1,6130
265000,7,2,6297
265000,8,1,4196
265000,8,2,4814
265000,9,1,3156
265000,9,2,3981
265000,10,1,748
265000,10,2,1334
269000,1,1,1341
269000,1,2,1198
269000,2,1,1118
269000,2,2,1057
269000,3,1,478
269000,3,2,515
269000,4,1,825
269000,4,2,747
269000,5,1,485
269000,5,2,488
269000,6,1,3901
269000,6,2,4099
269000,7,1,1547
269000,7,2,1567
269000,8,1,1119
269000,8,2,1245
269000,9,1,928
269000,9,2,1120
269000,10,1,162
269000,10,2,276
270000,1,1,1472
270000,1,2,1327
270000,2,1,1488
270000,2,2,1447
270000,3,1,815
270000,3,2,765
270000,4,1,1381
270000,4,2,1084
270000,5,1,739
270000,5,2,729
270000,6,1,5696
270000,6,2,5870
270000,7,1,3432
270000,7,2,3501
270000,8,1,2939
270000,8,2,3034
270000,9,1,2262
270000,9,2,2442
270000,10,1,442
270000,10,2,682
306000,1,1,930
306000,1,2,946
306000,2,1,1103
306000,2,2,1012
306000,3,1,540
306000,3,2,505
306000,4,1,1055
306000,4,2,827
306000,5,1,688
306000,5,2,564
306000,6,1,4371
306000,6,2,4231
306000,7,1,2681
306000,7,2,2768
306000,8,1,2720
306000,8,2,2883
306000,9,1,2035
306000,9,2,2092
306000,10,1,412
306000,10,2,614
316000,1,1,3146
316000,1,2,2875
316000,2,1,2995
316000,2,2,2897
316000,3,1,1483
316000,3,2,1414
316000,4,1,2831
316000,4,2,2481
316000,5,1,1873
316000,5,2,1770
316000,6,1,11311
316000,6,2,11504
316000,7,1,5281
316000,7,2,5437
316000,8,1,4123
316000,8,2,4506
316000,9,1,2785
316000,9,2,3160
316000,10,1,562
316000,10,2,1006
320000,1,1,1497
320000,1,2,1337
320000,2,1,1413
320000,2,2,1296
320000,3,1,783
320000,3,2,643
320000,4,1,1341
320000,4,2,1068
320000,5,1,916
320000,5,2,831
320000,6,1,6045
320000,6,2,5651
320000,7,1,2900
320000,7,2,2893
320000,8,1,2308
320000,8,2,2334
320000,9,1,1517
320000,9,2,1688
320000,10,1,321
320000,10,2,562
326000,1,1,1767
326000,1,2,1678
326000,2,1,1866
326000,2,2,1702
326000,3,1,931
326000,3,2,885
326000,4,1,1805
326000,4,2,1495
326000,5,1,1175
326000,5,2,1088
326000,6,1,7158
326000,6,2,7083
326000,7,1,3784
326000,7,2,3783
326000,8,1,3226
326000,8,2,3295
326000,9,1,2217
326000,9,2,2425
326000,10,1,481
326000,10,2,758
329000,1,1,1604
329000,1,2,1447
329000,2,1,1400
329000,2,2,1394
329000,3,1,679
329000,3,2,682
329000,4,1,1446
