ZoneID0,AgeID,GenderID,Val
665000,5,1,416
665000,5,2,370
665000,6,1,2652
665000,6,2,2561
665000,7,1,1643
665000,7,2,1557
665000,8,1,1440
665000,8,2,1342
665000,9,1,1001
665000,9,2,1021
665000,10,1,239
665000,10,2,374
671000,1,1,746
671000,1,2,694
671000,2,1,755
671000,2,2,727
671000,3,1,453
671000,3,2,418
671000,4,1,773
671000,4,2,690
671000,5,1,429
671000,5,2,427
671000,6,1,2929
671000,6,2,2868
671000,7,1,1592
671000,7,2,1531
671000,8,1,1471
671000,8,2,1505
671000,9,1,1030
671000,9,2,1121
671000,10,1,260
671000,10,2,375
706000,1,1,1910
706000,1,2,1818
706000,2,1,1713
706000,2,2,1680
706000,3,1,830
706000,3,2,758
706000,4,1,1424
706000,4,2,1206
706000,5,1,840
706000,5,2,771
706000,6,1,6412
706000,6,2,6586
706000,7,1,3271
706000,7,2,3355
706000,8,1,3014
706000,8,2,3063
706000,9,1,2158
706000,9,2,2222
706000,10,1,486
706000,10,2,690
707000,1,1,1325
707000,1,2,1232
707000,2,1,1270
707000,2,2,1199
707000,3,1,667
707000,3,2,695
707000,4,1,1535
707000,4,2,1102
707000,5,1,951
707000,5,2,831
707000,6,1,5352
707000,6,2,5115
707000,7,1,2963
707000,7,2,2927
707000,8,1,2654
707000,8,2,2588
707000,9,1,1641
707000,9,2,1841
707000,10,1,409
707000,10,2,681
710000,1,1,2546
710000,1,2,2387
710000,2,1,2382
710000,2,2,2281
710000,3,1,1098
710000,3,2,1100
710000,4,1,1715
710000,4,2,1426
710000,5,1,992
710000,5,2,969
710000,6,1,8373
710000,6,2,8305
710000,7,1,3171
710000,7,2,3043
710000,8,1,2409
710000,8,2,2528
710000,9,1,1786
710000,9,2,1875
710000,10,1,392
710000,10,2,630
727000,1,1,1011
727000,1,2,1051
727000,2,1,984
727000,2,2,919
727000,3,1,472
727000,3,2,446
727000,4,1,822
727000,4,2,706
727000,5,1,407
727000,5,2,396
727000,6,1,3498
727000,6,2,3580
727000,7,1,1684
727000,7,2,1830
727000,8,1,1504
727000,8,2,1560
727000,9,1,974
727000,9,2,1115
727000,10,1,261
727000,10,2,406
730000,1,1,4331
730000,1,2,4000
730000,2,1,3857
730000,2,2,3796
730000,3,1,1818
730000,3,2,1733
730000,4,1,4014
730000,4,2,3963
730000,5,1,3196
730000,5,2,3018
730000,6,1,16237
730000,6,2,15576
730000,7,1,6665
730000,7,2,6660
730000,8,1,5228
730000,8,2,5480
730000,9,1,3689
730000,9,2,4326
730000,10,1,868
730000,10,2,1476
740000,1,1,5091
740000,1,2,4763
740000,2,1,4052
740000,2,2,4020
740000,3,1,1979
740000,3,2,1926
740000,4,1,3806
740000,4,2,3428
740000,5,1,2604
740000,5,2,2625
740000,6,1,16026
740000,6,2,15967
740000,7,1,6524
740000,7,2,6549
740000,8,1,5219
740000,8,2,5558
740000,9,1,3419
740000,9,2,3793
740000,10,1,777
740000,10,2,1274
741000,1,1,123
741000,1,2,121
741000,2,1,119
741000,2,2,113
741000,3,1,56
741000,3,2,45
741000,4,1,74
741000,4,2,40
741000,5,1,47
741000,5,2,50
741000,6,1,468
741000,6,2,482
741000,7,1,359
741000,7,2,338
741000,8,1,338
741000,8,2,369
741000,9,1,220
741000,9,2,246
741000,10,1,60
741000,10,2,107
746000,1,1,3878
746000,1,2,3623
746000,2,1,3155
746000,2,2,2976
746000,3,1,1435
746000,3,2,1355
746000,4,1,2153
746000,4,2,1868
746000,5,1,1061
746000,5,2,1112
746000,6,1,10751
746000,6,2,11322
746000,7,1,4125
746000,7,2,4055
746000,8,1,3168
746000,8,2,3398
746000,9,1,2115
746000,9,2,2380
746000,10,1,492
746000,10,2,716
751000,1,1,15570
751000,1,2,14703
751000,2,1,12150
751000,2,2,11630
751000,3,1,5241
751000,3,2,5126
751000,4,1,25349
751000,4,2,28877
751000,5,1,23058
751000,5,2,22335
751000,6,1,53409
751000,6,2,52461
751000,7,1,17814
751000,7,2,18970
751000,8,1,14121
751000,8,2,15509
751000,9,1,8637
751000,9,2,10629
751000,10,1,2101
751000,10,2,3854
756000,1,1,1888
756000,1,2,1808
756000,2,1,1956
756000,2,2,1754
756000,3,1,861
756000,3,2,825
756000,4,1,1693
756000,4,2,1390
756000,5,1,1148
756000,5,2,1023
756000,6,1,7078
756000,6,2,6552
756000,7,1,2852
756000,7,2,2823
756000,8,1,2370
756000,8,2,2282
756000,9,1,1549
756000,9,2,1730
756000,10,1,356
756000,10,2,602
760000,1,1,2318
760000,1,2,2258
760000,2,1,2285
760000,2,2,2184
760000,3,1,1117
760000,3,2,1222
760000,4,1,2336
760000,4,2,1912
760000,5,1,1501
760000,5,2,1213
760000,6,1,8394
760000,6,2,8015
760000,7,1,4135
760000,7,2,4030
760000,8,1,3491
760000,8,2,3463
760000,9,1,2374
760000,9,2,2472
760000,10,1,607
760000,10,2,1021
766000,1,1,2126
766000,1,2,1925
766000,2,1,2142
766000,2,2,1847
766000,3,1,1029
766000,3,2,937
766000,4,1,1827
766000,4,2,1401
766000,5,1,1155
766000,5,2,1049
766000,6,1,7790
766000,6,2,7479
766000,7,1,3487
766000,7,2,3373
766000,8,1,2673
766000,8,2,2554
766000,9,1,1722
766000,9,2,1902
766000,10,1,443
766000,10,2,748
773000,1,1,751
773000,1,2,685
773000,2,1,755
773000,2,2,713
773000,3,1,404
773000,3,2,358
773000,4,1,707
773000,4,2,667
773000,5,1,513
773000,5,2,398
773000,6,1,2780
773000,6,2,2647
773000,7,1,1562
773000,7,2,1531
773000,8,1,1432
773000,8,2,1419
773000,9,1,953
773000,9,2,1012
773000,10,1,254
773000,10,2,386
779000,1,1,1669
779000,1,2,1506
779000,2,1,1720
779000,2,2,1714
779000,3,1,783
779000,3,2,869
779000,4,1,1808
779000,4,2,1498
779000,5,1,1191
779000,5,2,964
779000,6,1,6755
779000,6,2,6255
779000,7,1,3386
779000,7,2,3427
779000,8,1,3018
779000,8,2,2963
779000,9,1,2005
779000,9,2,2201
779000,10,1,544
779000,10,2,793
787000,1,1,1793
787000,1,2,1743
787000,2,1,1641
787000,2,2,1652
787000,3,1,836
787000,3,2,786
787000,4,1,1682
787000,4,2,1427
787000,5,1,1095
787000,5,2,965
787000,6,1,6324
787000,6,2,6041
787000,7,1,3221
787000,7,2,3242
787000,8,1,3040
787000,8,2,2849
787000,9,1,1845
787000,9,2,2042
787000,10,1,395
787000,10,2,764
791000,1,1,4153
791000,1,2,3936
791000,2,1,4335
791000,2,2,4034
791000,3,1,2049
791000,3,2,1959
791000,4,1,3947
791000,4,2,3513
791000,5,1,2684
791000,5,2,2554
791000,6,1,15132
791000,6,2,14982
791000,7,1,6741
791000,7,2,6659
791000,8,1,5453
791000,8,2,5530
791000,9,1,3586
791000,9,2,4061
791000,10,1,914
791000,10,2,1509
810000,1,1,1689
810000,1,2,1563
810000,2,1,1606
810000,2,2,1473
810000,3,1,734
810000,3,2,724
810000,4,1,1293
810000,4,2,1007
810000,5,1,844
810000,5,2,867
810000,6,1,5735
810000,6,2,5530
810000,7,1,2613
810000,7,2,2510
810000,8,1,2124
810000,8,2,2106
810000,9,1,1427
810000,9,2,1646
810000,10,1,430
810000,10,2,619
813000,1,1,2150
813000,1,2,1958
813000,2,1,2060
813000,2,2,1956
813000,3,1,1005
813000,3,2,982
813000,4,1,1971
813000,4,2,1559
813000,5,1,1392
813000,5,2,1167
813000,6,1,8477
813000,6,2,8119
813000,7,1,4821
813000,7,2,4702
813000,8,1,4047
813000,8,2,4244
813000,9,1,3029
813000,9,2,3335
813000,10,1,734
813000,10,2,1156
820000,1,1,1414
820000,1,2,1344
820000,2,1,1442
820000,2,2,1470
820000,3,1,707
820000,3,2,701
820000,4,1,1317
820000,4,2,1077
820000,5,1,914
820000,5,2,813
820000,6,1,5482
820000,6,2,5184
820000,7,1,2738
820000,7,2,2688
820000,8,1,2361
820000,8,2,2359
820000,9,1,1599
820000,9,2,1755
820000,10,1,428
820000,10,2,638
825000,1,1,43
825000,1,2,43
825000,2,1,42
825000,2,2,48
825000,3,1,25
825000,3,2,23
825000,4,1,30
825000,4,2,29
825000,5,1,32
825000,5,2,27
825000,6,1,194
825000,6,2,206
825000,7,1,160
825000,7,2,154
825000,8,1,185
825000,8,2,179
825000,9,1,142
825000,9,2,137
825000,10,1,40
825000,10,2,50
840000,1,1,1703
840000,1,2,1584
840000,2,1,1453
840000,2,2,1349
840000,3,1,630
840000,3,2,627
840000,4,1,956
840000,4,2,765
840000,5,1,651
840000,5,2,695
840000,6,1,5074
840000,6,2,4922
840000,7,1,2126
840000,7,2,2038
840000,8,1,1675
840000,8,2,1661
840000,9,1,1093
840000,9,2,1183
840000,10,1,284
840000,10,2,439
846000,1,1,1646
846000,1,2,1552
846000,2,1,1636
846000,2,2,1472
846000,3,1,805
846000,3,2,776
846000,4,1,1477
846000,4,2,1224
846000,5,1,1083
846000,5,2,946
846000,6,1,6351
846000,6,2,6071
846000,7,1,3295
846000,7,2,3196
846000,8,1,2800
846000,8,2,2694
846000,9,1,1786
846000,9,2,1903
846000,10,1,452
846000,10,2,694
849000,1,1,1631
849000,1,2,1487
849000,2,1,1570
849000,2,2,1463
849000,3,1,770
849000,3,2,691
849000,4,1,1275
849000,4,2,1079
849000,5,1,853
849000,5,2,816
849000,6,1,5647
849000,6,2,5572
849000,7,1,2858
849000,7,2,2846
849000,8,1,2515
849000,8,2,2610
849000,9,1,1804
849000,9,2,1891
849000,10,1,376
849000,10,2,610
851000,1,1,9095
851000,1,2,8876
851000,2,1,7752
851000,2,2,7374
851000,3,1,3544
851000,3,2,3360
851000,4,1,14310
851000,4,2,13889
851000,5,1,11953
851000,5,2,9964
851000,6,1,34013
851000,6,2,32083
851000,7,1,12709
851000,7,2,13005
851000,8,1,9945
851000,8,2,10847
851000,9,1,6936
851000,9,2,8382
851000,10,1,1735
851000,10,2,2799
860000,1,1,2589
860000,1,2,2310
860000,2,1,2481
860000,2,2,2301
860000,3,1,1252
860000,3,2,1093
860000,4,1,2344
860000,4,2,2160
860000,5,1,1662
860000,5,2,1549
860000,6,1,9281
860000,6,2,9118
860000,7,1,4831
860000,7,2,4903
860000,8,1,4151
860000,8,2,4268
860000,9,1,2743
860000,9,2,3025
860000,10,1,750
860000,10,2,1187
